MCC,RUC,UIC,UNIT NAME,STREET ADDRESS,"CITY, STATE",ZIPCODE,DPI
NE9,46252,null,NAVAL ATTACHE NICARAGUA JTBIL,AMEMB NICARAGUA DOS,APO AA,34021,09
NEA,45230,null,JSIC JT BIL,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NEB,54008,null,OFFICE OF LEGAL LIAISON JT BIL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NEF,30002,MS3238,DEF MAPPING SCHOOL FT BELVOIR JT BILL,6128 GOETHALS ROAD,FORT BELVOIR VA,22060,09
NEG,54008,null,HQ DISA NATIONAL CAPITAL REGION,7010 DEFENSE PENTAGON MF947A.2,WASHINGTON DC,20301,09
NEH,20021,null,DCA PACIFIC AREA JT BILLET,US NAVAL BASE,PEARL HARBOR HI,96860,03
NEJ,54008,null,WHITE HOUSE COMM AGENCY JT BILLET,2743 DEFENSE BLVD ANACOSTIA ANNEX SW,WASHINGTON DC,20373,09
NEK,85220,null,MEPS DETROIT JT BILET,426 CLINTON STREET,DETROIT MI,48221,16
NEL,87001,null,HQTRS WESTERN USMEPCOM JT BIL,BLDG 1808 PRESIDO,SAN FRANCISCO CA,94129,03
NEM,20002,null,JT INTERAGENCY TASK FORCE SOUTH JTBIL,NAS P.O. BOX 9051,KEY WEST FL,33040,02
NEN,20021,null,JT TASK FORCE-5 USPACOM JT BIL,FMFPAC BOX 64129,CAMP SMITH HI,96861,03
NEP,20021,null,SJFHQ USPACCOM JTBIL,FORD ISLAND,PEARL HARBOR HI,96860,03
NEQ,54008,null,USSOCOM HQ SOST OFFICER JTBIL,400 VIRGINIA AVE SW SUITE 730,WASHINGTON DC,20024,09
NER,83263,null,DEFENSE DEPOT MEMPHIS TN JT BILLET,3114 JACKSON AVENUE,MEMPHIS TN,38112,16
NES,20600,null,SPACAOS JT BILLET,CMR 450 BOX 7200,APO AE,09705,02
NET,20600,null,ASST CSFS REP JCOC IZMIR TU JT BILLET,CMR 445,APO AE,09046,02
NEU,46150,null,ASST CSFS REP JCOC VERONA IT JT BLT,US NAVSUPACT BOX 17,FPO AE,09521,02
NEV,20002,MS4128,JIOWC MIAMI (JTBIL),9301 NW 33D STREET,DORAL FL,33172,02
NEW,54026,null,REGIONAL SPT OFF JT BILLET,CO B HQBN HQMC,ARLINGTON VA,22214,09
NEX,85217,MS3231,USA CMD & STF COLLEGE JT BILLET,801 BLOUNTVILLE AVENUE,FORT LEAVENWORTH KS,66027,16
NEY,81269,MS3233,USA WAR COLLEGE CARLISLE JT BIL,CARLISLE BARRACKS,CARLISLE PA,17013,16
NEZ,83303,MS3211,AIR UNIVERSITY MAXWELL AFB JT BIL,NAS MAXWELL AFB,MONTGOMERY AL,36114,16
NF1,46150,null,USAFRICOM JIOC JTBIL,UNIT 8845 BOX 290,APO AE,09469,02
NF2,20001,MS4119,JECC USTRANSCOM JTBIL,9712 VIRGINIA AVENUEY,NORFOLK VA,23435,02
NF4,20600,MS4211,"US EUCOM, SPECIAL ASSISTANTS TO SACEUR JT BIL",UNIT 30401,APO AE,09107,02
NFA,30003,null,DEFENSE ATTACHE LIBERIA JTBIL,AMEMB US EMBASSY MONROVIA 8800 MONROVIA PLACE,DULLES VA,20189,09
NFB,06050,null,JT SERV IMAGERY PROC SYS JT BIL,AFB,EGLIN AFB FL,32542,02
NFC,46150,null,UN IRAQ/KUWAIT OBSERVER MISSION JTBL,DEPT OF STATE POUCH,WASHINGTON DC,20520,02
NFE,46252,null,DEFENSE ATTACHE MADRID JTBIL,AMEMB VALETTA DOS,WASHINGTON DC,20521,09
NFF,46150,null,SOCAFRICA JT BIL,KELLEY BARRACKS BLDG 3304,APO AE,09128,02
NFG,46252,null,DEFENSE ATTACHE ARGENTINA JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NFH,20390,MS5801,US CYBERCOM JT BIL,9800 SAVAGE ROAD,FORT MEADE MD,20755,09
NFJ,54008,null,DEFENSE FINANCE ACCTG SERVICE JT BIL,CO A HQBN HQMC 1555 SOUTHGATE ROAD,ARLINGTON VA,22214,09
NFK,45650,null,JICPAC JT BILLET,BOX 500,PEARL HARBOR HI,96860,03
NFL,54026,null,NIMA FAIRFAX VA (JT BILLET),HENDERSON HALL,ARLINGTON VA,22214,09
NFM,54008,null,JIOWC PENTAGON (JTBIL),3000 PENTAGON,ARLINGTON VA,20301,09
NFN,21480,null,US STRATEGIC CMD JT BILLET,901 SAC BLVD BLDG 500 SUITE 1H19,OFFUTT AFB NE,68113,16
NFP,20600,null,DTRA ON-SITE INSPE DIRECT EUR JTBIL,KLEBER KASERNE BLDG 3211 UNIT 23152,APO AE,09227,02
NFQ,46150,null,MARSHALL CENTER GERMANY JT BIL,GARMISCH UNIT 30401,APO AE,09107,02
NFR,85236,null,DEFENSE LOGISTICS AGENCY JT BILLET,DEFENSE LOGISTICS SERVICE CENTER JT BILLET,BATTLE CREEK MI,49014,16
NFS,46252,null,NAVAL ATTACHE EDINBURG JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NFT,20021,null,USPAC CMD JT TASK FORCE JT BIL,BOX 64044,CAMP SMITH HI,96861,03
NFU,46150,null,LAND COMPONENT COMMAND (LCC) MADRID,MADRID SPAIN,FPO AE,09649,02
NFV,54061,null,USAIS FT BENNING JTBIL,MARDET,FORT BENNING GA,31905,02
NFW,46150,null,JOINT FORCES TRAINING CENTER JTBIL,PO BOX 8080 N 4003,APO AE,09706,02
NFX,54026,null,JT ADV STRIKE TECH PROG OFFICE (JAST),HQBN HQMC 1555 SOUTHGATE ROAD,ARLINGTON VA,22214,09
NFY,80001,null,UN MILITARY STF COM NY (JTBIL),605 STEWART AVE,GARDEN CITY NY,11530,09
NFZ,54060,null,INSTR US NAV POST GRAD SCHL JT BIL,DEFENSE LANGUAGE INSTITUTE,PRESIDIO OF MONTEREY CA,93944,03
NG1,45650,null,JT SPT ACT JT BIL,THILAND,APO AP,96546,03
NG2,46252,null,NAVAL ATTACHE AZERBAIJAN-BAKU JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NG3,46252,null,NAVAL ATTACHE GEORGIA-TBILISI JTBIL,AMEMB TBILISI DOS 7030 TBILISI PLACE,WASHINGTON DC,20521,09
NG4,46150,null,JT ANALYSIS CTR MOLESWORTH JT BIL,UNIT 8845 BOX 290,APO AE,09469,02
NG5,45230,null,USSOCCOM-SUFFOLK (JTBIL),116 LAKEVIEW PARKWAY,SUFFOLK VA,23435,02
NG6,20001,null,JFCOM SPEC ACT (JOINT BILLET),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NG7,54026,null,NATIONAL DEFENSE UNIVERSITY JT BIL,CO B HQBN 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NG8,30003,null,DEFENSE ATTACHE VIETNAM (HANOI) JTBIL,AMEMB HANOI DOS PSC 461 BOX 400,FPO AP,96521,09
NG9,03020,null,USMC LNO AIR LAND FORCES APP JTBIL,CONTACT MI FOR ADDRESS UPDATE,LANGLEY AFB VA,23665,16
NGA,46252,null,DEFENSE ATTACHE SINGAPORE JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NGB,82220,null,MEPCOM,HAMLET AND CHESLEY AVENUE,BALTIMORE MD,21234,16
NGC,81269,null,MEPCOM,2991 NORTH 2ND STREET,HARRISBURG PA,17055,16
NGD,20002,null,US SOUTHCOM PERU JOINT,UNIT 2400,FPO AA,34012,02
NGE,54008,null,USTRANSCOM VIPSAM SAD JTBIL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NGF,54008,null,DOS-CTR TERRORISM (JOINT BILLET),H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NGG,54077,MS4128,STRATCOM (JIOC) JOINT,1320 TRUEMPER STREET BLDG 9122,SAN ANTONIO TX,78236,16
NGH,54008,MS4108,US SOCOM CIVIL AFFAIRS JTBIL,1300 PENNSYLVANIA AVENUE N.W.,WASHINGTON DC,20523,09
NGJ,54008,MS4127,USAFRICOM WASH LNO OFFICE,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NGK,54008,MS4108,HQ USSOCCOM SOT JTBIL,200 MACDILL BLVD BLDG 600,BOLLING AFB DC,20340,09
NGL,54008,null,US STRATEGIC COMMAND JTFGNO JTBIL,701 SOUTH COURTHOUSE RD,ARLINGTON VA,22204,09
NGM,54008,null,JIEDDO JT BIL,2521 S CLARK ST,CRYSTAL CITY VA,22202,09
NGN,85217,MS4126,JCISFA JTBIL,101 MEADE AVENUE BLDG 101,FORT LEAVENWORTH KS,66027,16
NGP,87249,null,JUAS COE JT BIL,BLDG 140 3D STREET PO BOX 1009,INDIAN SPRINGS NV,89018,16
NGQ,30002,null,DEFENSE ATTACHE LAGOS NIGERIA JTBIL,HQMCB 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NGR,46150,null,KAIPTC,ACCRA GHANA UNIT 30401,APO AE,09046,02
NGS,59901,MS4112,SOCKOR USPACOM JTBIL,UNIT 15708,APO AP,96205,27
NGT,54008,MS4103,JOINT SIAP JSSEO,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NGU,30002,null,DEFENSE ATTACHE TOKYO JAPAN JTBIL,HQMCB 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NGV,30003,null,MARINE ATTACHE TAIPAI TAIWAN,AMEMB DOS 4170 TAIPAI PLACE,DULLES VA,20189,09
NGW,46150,null,HQ US AFRICOM JT BIL,COMMARFOREUR UNIT 30401,APO AE,09107,02
NGX,81269,MS4105,DEF DEPOT NEW CUMBERLAND JT BIL,I-I STF 2991 N 2ND ST,HARRISBURG PA,17110,16
NGY,45230,null,USJT FOR CMD JT WARFIGHTING CTR JTBIL,1320 PIERSEY STREET,NORFOLK VA,23551,02
NGZ,87223,MS4114,USSTRATCOM JFCC-SPACE JTBIL,747 NEBRASKA AVE SUITE A300-8,VANDENBERG AFB CA,93437,16
NH1,29001,null,DLA PACIFIC,3RD MLG UNIT 38404,FPO AP,96604,27
NH2,46150,null,NAV STRIKE AND SPT IZMIR JTBIL,CMR 445,APO AE,09046,02
NH3,03003,null,JITC INDIAN HEAD MD JOINT,1 SAN DIEGO LOOP BLDG 3188,ANDREWS AFB MD,20762,16
NH4,46150,null,DIA JT BILLET,US EMBASSY BERLIN,APO AE,09268,27
NH5,54008,null,WASHINGTON LIAISON OFFICE JTBIL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NH6,20600,null,LAND COMPONENT COMMAND JTBIL,UNIT 30401,FPO AE,09107,02
NH7,53720,MS4111,CENTCOM SPECIAL ACTIVITIES (PAKISTAN),711 SOUTH BOUNDARY BLVD,MACDILL AFB FL,33621,02
NH8,20002,MS4118,USSOUTHCOM USMILGP ECUADOR JT,UNIT 5354,APO AA,34039,02
NH9,45230,null,USNORTHCOM JTF-CS JT BIL,1504 MADISON AVENUE,FORT EUSTIS VA,23604,02
NHA,46252,null,DEFENSE INTEL AGENCY PERU JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NHB,30003,null,MARINE ATTACHE BOGOTA COLUMBIA,AMEMB BOGOTA DOS UNIT 5125,APO AA,34038,09
NHC,20480,null,CHEYENNE MOUNTAIN CENTER JTBIL,1 NORAD RD SUITE 101-213,CHEYENNE MTN AFB CO,80914,16
NHD,20480,null,HQ USNORTHCOM JT BILLET,250 VANDENBERG SUITE B016,PETERSON AFB CO,80914,16
NHE,54030,null,MAR DET FT MEADE JT BILLET,BLDG 8605 6 ACR,FORT MEADE MD,20755,09
NHF,54008,null,JFHQ-NCR JOINT BILLET,103 THIRD AVENUE FORT LESLEY J. MCNAIR,WASHINGTON DC,20319,09
NHG,84272,null,ARMY/USMC FIRE SPT EXCHANGE JTBIL (FORT HOOD),2100 NORTH NEW ROAD,WACO TX,76707,16
NHH,54008,null,JFCC-ISR USSTRATCOM,BOLLING AFB,WASHINGTON DC,20032,09
NHJ,54008,MS4108,US SOCOM CIVIL AFFAIRS JT,1300 PENNSYLVANIA AVE N.W.,WASHINGTON DC,20523,09
NHK,54008,MS4208,MISSLE DEFENSE AGENCY JTBIL,BLDG 245 5700 18TH ST,FORT BELVOIR VA,22060,09
NHL,35010,MS4142,29 PALMS JIEDDO CTR OF EXCELLENCE JTBIL,MCAGTFTC BOX 788104 BLDG 1555,TWENTYNINE PALMS CA,92278,03
NHM,54008,null,NATIONAL SECURITY SPACE OFFICE,11342 WAPLES MILL RD,FAIRFAX VA,22030,09
NHN,84240,MS4142,LACKLAND JIEDDO CTR OF EXCELLANCE JTBIL,1517 BILLY MITCHELL BLVD BLDG 954,LACKLAND AFB TX,78236,16
NHP,38019,null,FORT IRWIN JIEDDO CTR OF EXCEL JT BIL,BOX 105024,FORT IRWIN CA,92310,03
NHQ,54008,null,USSOCOM LEGISLATIVE JTBIL,400 VIRGINIA AVE SW SUITE 730,WASHINGTON DC,20024,09
NHR,45650,null,JSOAC USPACOM JT BIL,BOX 64129,CAMP SMITH HI,96861,03
NHS,54008,MS4145,JAWP-APO JT BIL,4850 MARK CENTER DRIVE,ALEXANDRIA VA,22311,09
NHT,53720,MS4111,CENTCOM SPECIAL ACTIVITIES (BAHRAIN),711 SOUTH BOUNDARY,MACDILL AFB FL,33621,02
NHU,20600,MS4108,JHQ LISBON NATO,UNIT 30401,APO AE,09107,02
NHV,30003,null,NAVAL ATTACHE KENYA NAIROBI JTBIL,HQMCB 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NHW,30003,null,USMC ATTACHE JORDAN (AMAN) JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NHX,30002,null,USMC ATTACHE ACCRA (GHANA) JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NHY,46252,null,US EMBASSY IRAQ (BAGHDAD) JTBIL,DETACHMENT COMMANDER MSG RSO,APO AE,09316,09
NHZ,46252,null,DEFENSE ATTACHE ISLAMABAD PAKISTAN JTBIL,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
NJ1,54008,null,NAT WAR COLLEGE JT BIL CRITICAL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NJ2,59901,null,CINC UNCMD KOREA JT BILLET CRITICAL,CONTACT MI FOR ADDRESS UPDATE,FPO AP,96205,27
NJ3,81234,null,DEF GEN SUP CTR JT BILLET CRITICAL,CONTACT MI FOR ADDRESS UPDATE,RICHMOND VA,23224,16
NJ4,83285,null,US FORCES CARIBBEAN JT BIL CRITICAL,6600 NW 27TH AVE MCRTC,MIAMI FL,33147,16
NJ5,20600,null,JOINT WARFARE CTR JTBIL,UNIT 30401,APO AE,09107,02
NJ6,45230,null,RJCS-7 JT DOC CTR JTBIL CRITICAL,NAS BLDG R52,NORFOLK VA,23511,02
NJ7,54008,null,DEFENSE INTEL AGENCY JT BIL CRITICAL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NJ8,84260,MS4117,JTF-NORTH NORTHCOM,MCD 2 SHERIDAN ROAD BLDG 1003,FORT BLISS TX,79916,16
NJ9,54033,null,NAS JT BILLET CRITICAL,NAVAL SECURITY GROUP COMMAND,FORT MEADE MD,20755,09
NJA,20021,null,HQ CINCPAC JOINT BILLET CRITICAL,BOX 64022,CAMP SMITH HI,96861,03
NJB,21480,null,US STRATEGIC COMMAND JT CRITICAL,901 SAC BLVD BLDG 500 SUITE 1H19,OFFUTT AFB NE,68113,16
NJC,20002,null,HQ US SOUTHCOM JT BILLET CRITICAL,3511 NW 91ST AVE,MIAMI FL,33172,02
NJD,46150,null,CMDR NAV STRIKE&SPT SOEUR JTBIL CRIT,PSC 813 BOX 172,FPO AE,09620,02
NJE,46150,null,HQ SEUR JT BILLET CRITICAL,US NAVAL SUPPORT ACTIVITY BOX 17,FPO AE,09521,02
NJF,46150,null,DCA EUROPE VAIHINGEN JT BILLET,CONTACT MI FOR ADDRESS UPDATE,FPO AP,09131,02
NJG,46150,null,NATO BRUSSELS JT BILLET CRITICAL,USNA,FPO AE,09714,02
NJH,46150,null,HQ EUCOM JT BILLET CRITICAL,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
NJJ,54008,null,JTC3A CINC REQ DIV WASH DC,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NJK,80295,null,JJC3-A INTERFACE JT BIL CRITICAL,CONTACT MI FOR ADDRESS UPDATE,FORT MONMOUTH NJ,07703,16
NJL,20001,null,SACLANT JT CRITICAL BILLET,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NJM,20001,null,JT STAFF-NORFOLK (JT CRITICAL),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NJN,20001,null,JOINT FORCES STAFF COLLEGE JT CRITICAL BILLET,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NJP,45740,null,US SPECIAL OPER CMD JT BIL CRIT,7701 TAMPA POINT BLVD,MACDILL AFB FL,33621,02
NJQ,20600,null,USEUCOM JT ANAL CTR MOLESWORTH JTCRIT,UNIT 8845 BOX 290,APO AE,09469,02
NJR,45740,null,HQ USSOCOM JT BIL CRIT,7701 TAMPA POINT BLVD,MACDILL AFB FL,33621,02
NJS,53720,null,HQ USCENTCOM JT BILLET CRITICAL,7115 SOUTH BOUNDARY BLVD,MACDILL AFB FL,33621,02
NJT,54008,MS4109,OFF SECRETARY DEF JT BIL CRITICAL,3090 DEFENSE PENTAGON RM 5C756,WASHINGTON DC,20301,09
NJU,20480,MS4117,HQ NORTHCOM,20600 EAST HIGHWAY 30,AURORA CO,80011,16
NJV,54026,null,JT CHIEF STF JT BIL CRITICAL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NJW,54026,null,NATLMILCMD CTR OJCS JT BIL CRITICAL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NJX,54026,null,DEFMOBPLNACT JT BIL CRITICAL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NJY,54008,null,NATDEFUNIV JT BIL CRITICAL,300 D ST FORT MCNAIR ROOSEVELT BLDG,WASHINGTON DC,20319,09
NJZ,54026,null,INDUS COL ARMED FORS JT BIL CRITICAL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NKA,20001,MS4102,JT STAFF-SUFFOLK (JT CRITICAL),116 LAKEVIEW PARKWAY,SUFFOLK VA,23435,02
NKB,54026,null,INTER-AMER DEFENSE BOARD JT CRIT BIL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NKC,46150,null,JOINT FORCES COMMAND JT CRITICAL,US NAVAL ACTIVITIES BOX 33,FPO AE,09510,02
NKD,46150,null,HQ ALLIED FORCES CENTRAL JT CRT BIL,US NAVAL ACTIVITIES,FPO AE,09502,02
NKE,20480,null,US SPACE CMD JT CRITICAL BIL,NAVY ELEMENT (J1JN),PETERSON AFB CO,80914,16
NKF,85295,null,USTRANSCOM JT CRITICAL BILLET,SCOTT AFB,BELLEVILLE IL,62225,16
NKG,45230,null,JFCOM INTEL CTR JT CRIT BIL,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NKH,54026,null,DEFENSE NUCLEAR AGENCY JT CRIT BIL,CO B HQBN HQMC,ARLINGTON VA,22214,09
NKJ,20600,null,CMDSEC NATO & MARSHALL CTR JT CRITBIL,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
NKK,20600,null,LOGISTICS COORDINATION CTR JTCRIT,MADRID SPAIN,FPO AE,09540,02
NKL,20229,MS4112,HQ US FORCES JAPAN JT CRITICAL BILLET,UNIT 5068,APO AP,96328,27
NKM,54008,null,WASHINGTON LIAISON OFFICE JTBIL,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
NKN,20600,null,NATO SCHOOL GERMANY JOINT CRITICAL,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
NKP,84243,null,DTRA KIRTLAND AFB JT BILLET (JOINT),400 WYOMING BOULEVARD NE BOX L,ALBUQUERQUE NM,87123,16
NKR,03040,null,CDR DEF DISTB DEPT SAN JOAQUIN,25600 SOUTH CHRISMAN RD,TRACY CA,95304,16
NKS,20001,MS4110,JT SYS INTEGRATION CTR (JTBIL),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
NKT,59901,MS4112,UN/CFC KOREA (JT BIL),UNIT 15708,APO AP,96205,27
NKU,54071,MS4104,JITC-DISA (JT BIL),US ARMY INTELLIGENCE CTR & SCOL,FORT HUACHUCA AZ,85613,03
NLA,20021,MS4105,DLA-HAWAII (JT BIL),MARFORPAC,CAMP SMITH HI,96861,03
NSJ,20600,MS4107,STRIKFORNATO (JT BIL),UNIT 30401,APO AE,09107,02
NVG,83231,null,DEF EQUAL OPPORTUNITY MGMT INST(JTBIL),CONTACT MI FOR ADDRESS UPDATE,PATRICK AFB FL,32925,16
NVH,30003,null,ASST NAVAL ATTACHE TELAVIV JTBIL,AMEMB TEL AVIV PSC 98 BOX 0035,APO AE,09830,09
NVJ,30003,null,NAVAL ATTACHE RIGA LATVIA JTBIL,AMEMB RIGA DOS PSC 78 BOX RIGA,APO AE,09723,09
NVM,45230,null,JPASE USJFCOM JTBIL,7025 HARBOUR VIEW BLVD,SUFFOLK VA,23455,02
NVN,45230,null,JIWC USJFCOM JTBIL,7025 HARBOUR VIEW BLVD,SUFFOLK VA,23455,02
NVP,20700,null,SJFHQ USAFRICOM MOHRING GE,COMMARFOREUR UNIT 30401,APO AE,09107,02
NVR,30002,MS5131,JT NON LETHAL WPNS DIRECTORATE (JTBIL),2006 HAWKINS AVENUE,QUANTICO VA,22134,09
NVS,46150,null,NATO NSCC (JTBIL),SHAPE BELGIUM UNIT 30401,APO AE,09107,02
NVT,54008,MS4113,DIA RIVIANNA STATION VA(JTBIL),2055 BOULDERS ROAD,CHARLOTTESVILLE VA,22911,09
NWA,20001,null,USSTRACOM-NORFOLK (JT CRIT),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
P03,46252,null,DEFENSE ATTACHE OMAN,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
P09,54026,null,DEFENSE ATTACHE SYSTEM,CONTACT MI FOR ADDRESS UPDATE,FPO AE,09521,09
P39,54008,null,DEFENSE ATTACHE SYSTEM,US NAVAL ACTIVITIES BOX 13,FPO AE,09502,09
P43,46252,null,DEFENSE ATTACHE EGYPT CAIRO,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
P49,46252,null,DEFENSE ATTACHE TUNISIA TUNIS,AMEMB TUNIS DOS 6360 TUNIS PLACE,WASHINGTON DC,20521,09
P50,30003,null,DEFENSE ATTACHE EL SALVADOR,AMEMB SAN SALVADOR MSG UNIT 3107,APO AA,34023,09
P55,46252,null,DEFENSE ATTACHE DOMINION REPUBLIC,AMEMB SANTO DOMINGO DOS UNIT 5511,APO AA,34041,09
P57,30002,null,DEFENSE ATTACHE COSTA RICA,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
P60,46252,null,DEFENSE ATTACHE MANAMA BAHRAIN,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
P61,30003,null,DEFENSE ATTACHE UKRAINE KIEV,AMEMB KIEV DOS,WASHINGTON DC,20521,09
P63,30003,null,DEFENSE ATTACHE YEREVAN ARMENIA,AMEMB YEREVAN DOS 7020,WASHINGTON DC,20521,09
P64,46252,null,DEFENSE ATTACHE ZAGREB CROATIA,AMEMB ZAGREB DOS,WASHINGTON DC,20521,09
P65,30003,null,DEFENSE ATTACHE ADDIS ABABA ETHIOPIA,AMEMB ADDIS ABADA DOS,WASHINGTON DC,20521,09
P66,30003,null,DEFENSE ATTACHE KATHMANDU NEPAL,AMEMB KATHMANDU DOS,WASHINGTON DC,20521,09
QAA,54008,null,HQMC M&RA (NORTH),3000 MARINE CORPS PENTAGON RM 4E460,WASHINGTON DC,20318,09
QAB,54008,MS5101,HQMC SEPARATE OFFICERS,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20318,09
QAE,30002,MS5102,HQMC DC M&RA,3280 RUSSELL ROAD,QUANTICO VA,22134,09
QAG,54008,M54205,OFFICE OF THE MARINE FORCES RESERVE (HQMC),2 NAVY ANNEX RM 2010,WASHINGTON DC,20380,09
QAJ,54008,MS5109,HQMC C4 DEPT,2 NAVY ANNEX,WASHINGTON DC,20380,09
QAM,54008,MS5112,HQMC DC I&L,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QAP,54008,MS5113,HQMC DC P&R,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QAQ,54008,MS5114,HQMC DC PP&O,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QAR,54008,MS5115,HQMC JA DIVISION,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QAS,54008,M00216,HQMC DC AVIATION,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QAT,54008,MS5121,HQMC INTEL DEPT,2 NAVY ANNEX,WASHINGTON DC,20380,09
QAW,54008,MS5123,PUBLIC AFFAIRS DIVISION,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
QBB,54008,MS5106,HQMC AR DIVISION,2 NAVY ANNEX,WASHINGTON DC,20380,09
QBC,30002,MS5103,HQMC RA DIVISION,3280 RUSSELL ROAD,QUANTICO VA,22134,09
QBF,30002,null,HQMC PERSONNEL MANAGEMENT DIVISION,3280 RUSSELL ROAD,QUANTICO VA,22134,09
QBN,30002,MS5105,HQMC FAMILY READINESS DIVISION,3280 RUSSELL ROAD,QUANTICO VA,22134,09
QBR,54008,MS5125,HQMC SAFETY DIVISION,2 NAVY ANNEX,WASHINGTON DC,20380,09
QLA,54008,null,HQMC OFFICE OF LEGISLATIVE AFFAIRS,3000 MARINE CORPS PENTAGON,WASHINGTON DC,20350,09
R00,54050,M53502,MARCOR EMBASSY SECURITY COMMAND,MCCDC 2007 ELLIOTT ROAD,QUANTICO VA,22134,09
R02,54050,M53503,MCESC REGION 1,PSC 115 BOX 1004,APO AE,09213,09
R06,54050,M53504,MCESC REGION 2,AMER EMB 6010 BOX 0035,APO AE,09825,09
R08,54050,M53505,MCESG REGION 3,AMER EMB BOX 66,APO AP,96546,09
R10,54050,M53506,MCESG REGION 4,4000 NORTH ANDREWS AVE,FORT LAUDERDALE FL,33309,09
R12,54050,M53509,MCESG REGION 5,AMER CON PSC 115 BOX 1005,APO AE,09213,09
R14,54050,M53508,MCESG REGION 6,AMER EMB 9300 PRETORIA PL,DULLES VA,20189,09
R17,54080,null,MARINE SECURITY GUARD SCHOOL,2007 ELLIOT RD,QUANTICO VA,22134,09
R19,54050,M53510,MCESG REGION 7,AMERCONS PSC 115 BOX 1006,APO AE,09213,09
R21,54050,M53511,MCESC REGION 8,AMER CONS PSC 115 BOX 1007,APO AE,09213,09
R22,54050,M53507,MCESG REGION 9,4000 NORTH ANDREWS AVENUE,FORT LAUDERDALE FL,33309,09
S03,83177,null,DET 1 SURG CO A DET 4THMEDBN,2101 ALCOA HIGHWAY,KNOXVILLE TN,37920,16
S05,84281,null,HQ CO 3D BN 23DMAR DET F (0513),NAS JT RES BASE 492 OLSON AVE BOX 1,NEW ORLEANS LA,70143,16
S11,20016,null,INTEL SUPPORT BATTALION,2000 OPELOUSAS AVENUE,NEW ORLEANS LA,70146,16
S12,20016,null,H&S CO INTEL SPT BN,2000 OPELOUSAS AVENUE,NEW ORLEANS LA,70146,16
